,candidates,jobs,data_seed,dqn_seed,batch_size,gamma,epsilon,epsilon_min,epsilon_decay,learning_rate,total_reward,data
268,100,20,1,1,64,0.95,0.5,0.001,0.985,0.0005,-1252757.5000000002,initial_data
269,100,20,1,1,64,0.95,0.5,0.001,0.985,0.001,-1300964.3,initial_data
270,100,20,1,1,64,0.95,0.5,0.001,0.995,0.0005,-1145011.0,initial_data
271,100,20,1,1,64,0.95,0.5,0.001,0.995,0.001,-1232215.1,initial_data
272,100,20,1,1,64,0.99,1,0.1,0.985,0.0005,-1223505.9000000001,initial_data
273,100,20,1,1,64,0.99,1,0.1,0.985,0.001,-1253714.6,initial_data
274,100,20,1,1,64,0.99,1,0.1,0.995,0.0005,-1208883.8,initial_data
275,100,20,1,1,64,0.99,1,0.1,0.995,0.001,-1405911.8,initial_data
276,100,20,1,1,64,0.99,1,0.001,0.985,0.0005,-1074681.3,initial_data
277,100,20,1,1,64,0.99,1,0.001,0.985,0.001,-1199736.5,initial_data
278,100,20,1,1,64,0.99,1,0.001,0.995,0.0005,-1565243.2000000002,initial_data
279,100,20,1,1,64,0.99,1,0.001,0.995,0.001,-1493794.3,initial_data
280,100,20,1,1,64,0.99,0.5,0.1,0.985,0.0005,-1095165.9,initial_data
281,100,20,1,1,64,0.99,0.5,0.1,0.985,0.001,-1245564.0,initial_data
282,100,20,1,1,64,0.99,0.5,0.1,0.995,0.0005,-1177907.8,initial_data
283,100,20,1,1,64,0.99,0.5,0.1,0.995,0.001,-1218730.8,initial_data
284,100,20,1,1,64,0.99,0.5,0.001,0.985,0.0005,-1250278.0,initial_data
285,100,20,1,1,64,0.99,0.5,0.001,0.985,0.001,-1494423.7999999998,initial_data
286,100,20,1,1,64,0.99,0.5,0.001,0.995,0.0005,-1163641.6,initial_data
287,100,20,1,1,64,0.99,0.5,0.001,0.995,0.001,-1281559.5,initial_data
288,100,50,1,1,16,0.9,1,0.1,0.985,0.0005,-6955410.7,initial_data
289,100,50,1,1,16,0.9,1,0.1,0.985,0.001,-8343093.9,initial_data
290,100,50,1,1,16,0.9,1,0.1,0.995,0.0005,-7658168.700000001,initial_data
291,100,50,1,1,16,0.9,1,0.1,0.995,0.001,-7223229.2,initial_data
292,100,50,1,1,16,0.9,1,0.001,0.985,0.0005,-7011564.2,initial_data
293,100,50,1,1,16,0.9,1,0.001,0.985,0.001,-7393121.1,initial_data
294,100,50,1,1,16,0.9,1,0.001,0.995,0.0005,-6186969.6,initial_data
295,100,50,1,1,16,0.9,1,0.001,0.995,0.001,-7885439.600000001,initial_data
296,100,50,1,1,16,0.9,0.5,0.1,0.985,0.0005,-8196137.799999999,initial_data
297,100,50,1,1,16,0.9,0.5,0.1,0.985,0.001,-8233710.3,initial_data
298,100,50,1,1,16,0.9,0.5,0.1,0.995,0.0005,-7960225.200000003,initial_data
299,100,50,1,1,16,0.9,0.5,0.1,0.995,0.001,-7641672.000000001,initial_data
300,100,50,1,1,16,0.9,0.5,0.001,0.985,0.0005,-7553968.6,initial_data
301,100,50,1,1,16,0.9,0.5,0.001,0.985,0.001,-8310249.300000002,initial_data
302,100,50,1,1,16,0.9,0.5,0.001,0.995,0.0005,-7432187.0,initial_data
303,100,50,1,1,16,0.9,0.5,0.001,0.995,0.001,-7907660.1,initial_data
304,100,50,1,1,16,0.95,1,0.1,0.985,0.0005,-7579132.100000001,initial_data
305,100,50,1,1,16,0.95,1,0.1,0.985,0.001,-7727977.999999999,initial_data
306,100,50,1,1,16,0.95,1,0.1,0.995,0.0005,-8041580.2,initial_data
307,100,50,1,1,16,0.95,1,0.1,0.995,0.001,-7758521.700000001,initial_data
308,100,50,1,1,16,0.95,1,0.001,0.985,0.0005,-7534857.000000001,initial_data
309,100,50,1,1,16,0.95,1,0.001,0.985,0.001,-9072429.200000001,initial_data
310,100,50,1,1,16,0.95,1,0.001,0.995,0.0005,-7176132.4,initial_data
311,100,50,1,1,16,0.95,1,0.001,0.995,0.001,-7757100.9,initial_data
312,100,50,1,1,16,0.95,0.5,0.1,0.985,0.0005,-8069219.3,initial_data
313,100,50,1,1,16,0.95,0.5,0.1,0.985,0.001,-7728420.3999999985,initial_data
314,100,50,1,1,16,0.95,0.5,0.1,0.995,0.0005,-7744319.900000001,initial_data
315,100,50,1,1,16,0.95,0.5,0.1,0.995,0.001,-8573022.6,initial_data
316,100,50,1,1,16,0.95,0.5,0.001,0.985,0.0005,-8461421.1,initial_data
317,100,50,1,1,16,0.95,0.5,0.001,0.985,0.001,-7469701.699999999,initial_data
318,100,50,1,1,16,0.95,0.5,0.001,0.995,0.0005,-7233056.9,initial_data
319,100,50,1,1,16,0.95,0.5,0.001,0.995,0.001,-8595396.7,initial_data
320,100,50,1,1,16,0.99,1,0.1,0.985,0.0005,-7634506.899999999,initial_data
321,100,50,1,1,16,0.99,1,0.1,0.985,0.001,-8325589.900000001,initial_data
322,100,50,1,1,16,0.99,1,0.1,0.995,0.0005,-6880647.800000001,initial_data
323,100,50,1,1,16,0.99,1,0.1,0.995,0.001,-7501734.1000000015,initial_data
324,100,50,1,1,16,0.99,1,0.001,0.985,0.0005,-7383219.4,initial_data
325,100,50,1,1,16,0.99,1,0.001,0.985,0.001,-8489359.700000001,initial_data
326,100,50,1,1,16,0.99,1,0.001,0.995,0.0005,-6684764.6,initial_data
327,100,50,1,1,16,0.99,1,0.001,0.995,0.001,-7454264.800000001,initial_data
328,100,50,1,1,16,0.99,0.5,0.1,0.985,0.0005,-7646189.199999999,initial_data
329,100,50,1,1,16,0.99,0.5,0.1,0.985,0.001,-7888062.899999999,initial_data
330,100,50,1,1,16,0.99,0.5,0.1,0.995,0.0005,-6642548.2,initial_data
331,100,50,1,1,16,0.99,0.5,0.1,0.995,0.001,-8173810.8,initial_data
332,100,50,1,1,16,0.99,0.5,0.001,0.985,0.0005,-8216505.100000001,initial_data
333,100,50,1,1,16,0.99,0.5,0.001,0.985,0.001,-7518861.300000001,initial_data
334,100,50,1,1,16,0.99,0.5,0.001,0.995,0.0005,-7979040.6,initial_data
335,100,50,1,1,16,0.99,0.5,0.001,0.995,0.001,-8017671.1000000015,initial_data
336,100,50,1,1,32,0.9,1,0.1,0.985,0.0005,-7887357.500000001,initial_data
337,100,50,1,1,32,0.9,1,0.1,0.985,0.001,-8599071.700000001,initial_data
338,100,50,1,1,32,0.9,1,0.1,0.995,0.0005,-7844820.699999999,initial_data
339,100,50,1,1,32,0.9,1,0.1,0.995,0.001,-8071757.7,initial_data
340,100,50,1,1,32,0.9,1,0.001,0.985,0.0005,-7311175.100000001,initial_data
341,100,50,1,1,32,0.9,1,0.001,0.985,0.001,-8518546.8,initial_data
342,100,50,1,1,32,0.9,1,0.001,0.995,0.0005,-8096799.800000001,initial_data
343,100,50,1,1,32,0.9,1,0.001,0.995,0.001,-7896089.600000001,initial_data
344,100,50,1,1,32,0.9,0.5,0.1,0.985,0.0005,-8069142.6000000015,initial_data
345,100,50,1,1,32,0.9,0.5,0.1,0.985,0.001,-6741883.3,initial_data
346,100,50,1,1,32,0.9,0.5,0.1,0.995,0.0005,-8462780.100000001,initial_data
347,100,50,1,1,32,0.9,0.5,0.1,0.995,0.001,-7938904.2,initial_data
348,100,50,1,1,32,0.9,0.5,0.001,0.985,0.0005,-8035299.5,initial_data
349,100,50,1,1,32,0.9,0.5,0.001,0.985,0.001,-6423270.3999999985,initial_data
350,100,50,1,1,32,0.9,0.5,0.001,0.995,0.0005,-7143888.7,initial_data
351,100,50,1,1,32,0.9,0.5,0.001,0.995,0.001,-7642131.5,initial_data
352,100,50,1,1,32,0.95,1,0.1,0.985,0.0005,-6852397.000000001,initial_data
353,100,50,1,1,32,0.95,1,0.1,0.985,0.001,-7951650.500000001,initial_data
354,100,50,1,1,32,0.95,1,0.1,0.995,0.0005,-8086090.1,initial_data
355,100,50,1,1,32,0.95,1,0.1,0.995,0.001,-7368944.3,initial_data
356,100,50,1,1,32,0.95,1,0.001,0.985,0.0005,-7337209.4,initial_data
357,100,50,1,1,32,0.95,1,0.001,0.985,0.001,-8559272.299999999,initial_data
358,100,50,1,1,32,0.95,1,0.001,0.995,0.0005,-7917880.000000001,initial_data
359,100,50,1,1,32,0.95,1,0.001,0.995,0.001,-8160313.200000001,initial_data
360,100,50,1,1,32,0.95,0.5,0.1,0.985,0.0005,-8416124.3,initial_data
361,100,50,1,1,32,0.95,0.5,0.1,0.985,0.001,-8284221.6,initial_data
362,100,50,1,1,32,0.95,0.5,0.1,0.995,0.0005,-7906315.199999999,initial_data
363,100,50,1,1,32,0.95,0.5,0.1,0.995,0.001,-8236489.199999999,initial_data
364,100,50,1,1,32,0.95,0.5,0.001,0.985,0.0005,-7382900.9,initial_data
365,100,50,1,1,32,0.95,0.5,0.001,0.985,0.001,-7652692.499999999,initial_data
366,100,50,1,1,32,0.95,0.5,0.001,0.995,0.0005,-6977229.1,initial_data
367,100,50,1,1,32,0.95,0.5,0.001,0.995,0.001,-7929867.699999999,initial_data
368,100,50,1,1,32,0.99,1,0.1,0.985,0.0005,-7870631.9,initial_data
369,100,50,1,1,32,0.99,1,0.1,0.985,0.001,-7786336.899999999,initial_data
370,100,50,1,1,32,0.99,1,0.1,0.995,0.0005,-7985876.1,initial_data
371,100,50,1,1,32,0.99,1,0.1,0.995,0.001,-7775942.399999999,initial_data
372,100,50,1,1,32,0.99,1,0.001,0.985,0.0005,-7307857.900000001,initial_data
373,100,50,1,1,32,0.99,1,0.001,0.985,0.001,-7690146.9,initial_data
374,100,50,1,1,32,0.99,1,0.001,0.995,0.0005,-7510053.9,initial_data
375,100,50,1,1,32,0.99,1,0.001,0.995,0.001,-8110546.3,initial_data
376,100,50,1,1,32,0.99,0.5,0.1,0.985,0.0005,-8221995.200000002,initial_data
377,100,50,1,1,32,0.99,0.5,0.1,0.985,0.001,-7634453.200000001,initial_data
378,100,50,1,1,32,0.99,0.5,0.1,0.995,0.0005,-7210680.8,initial_data
379,100,50,1,1,32,0.99,0.5,0.1,0.995,0.001,-7513490.2,initial_data
380,100,50,1,1,32,0.99,0.5,0.001,0.985,0.0005,-7033758.6,initial_data
381,100,50,1,1,32,0.99,0.5,0.001,0.985,0.001,-7377257.7,initial_data
382,100,50,1,1,32,0.99,0.5,0.001,0.995,0.0005,-7954261.4,initial_data
383,100,50,1,1,32,0.99,0.5,0.001,0.995,0.001,-6275820.5,initial_data
384,100,50,1,1,64,0.9,1,0.1,0.985,0.0005,-8103512.000000001,initial_data
385,100,50,1,1,64,0.9,1,0.1,0.985,0.001,-8595242.8,initial_data
386,100,50,1,1,64,0.9,1,0.1,0.995,0.0005,-7932822.6000000015,initial_data
387,100,50,1,1,64,0.9,1,0.1,0.995,0.001,-7435391.9,initial_data
388,100,50,1,1,64,0.9,1,0.001,0.985,0.0005,-8093327.000000001,initial_data
389,100,50,1,1,64,0.9,1,0.001,0.985,0.001,-7490177.1,initial_data
390,100,50,1,1,64,0.9,1,0.001,0.995,0.0005,-7705453.000000001,initial_data
391,100,50,1,1,64,0.9,1,0.001,0.995,0.001,-7522812.000000001,initial_data
392,100,50,1,1,64,0.9,0.5,0.1,0.985,0.0005,-7797204.999999999,initial_data
393,100,50,1,1,64,0.9,0.5,0.1,0.985,0.001,-7832966.800000001,initial_data
394,100,50,1,1,64,0.9,0.5,0.1,0.995,0.0005,-7760689.899999999,initial_data
395,100,50,1,1,64,0.9,0.5,0.1,0.995,0.001,-7686678.100000001,initial_data
396,100,50,1,1,64,0.9,0.5,0.001,0.985,0.0005,-7740327.700000001,initial_data
397,100,50,1,1,64,0.9,0.5,0.001,0.985,0.001,-6571707.300000001,initial_data
398,100,50,1,1,64,0.9,0.5,0.001,0.995,0.0005,-7208488.399999999,initial_data
399,100,50,1,1,64,0.9,0.5,0.001,0.995,0.001,-8377963.600000001,initial_data
400,100,50,1,1,64,0.95,1,0.1,0.985,0.0005,-8419709.5,initial_data
401,100,50,1,1,64,0.95,1,0.1,0.985,0.001,-7942476.199999999,initial_data
402,100,50,1,1,64,0.95,1,0.1,0.995,0.0005,-7206356.999999999,initial_data
403,100,50,1,1,64,0.95,1,0.1,0.995,0.001,-8065378.200000001,initial_data
404,100,50,1,1,64,0.95,1,0.001,0.985,0.0005,-7971716.999999999,initial_data
405,100,50,1,1,64,0.95,1,0.001,0.985,0.001,-7726593.999999998,initial_data
406,100,50,1,1,64,0.95,1,0.001,0.995,0.0005,-6704709.000000001,initial_data
407,100,50,1,1,64,0.95,1,0.001,0.995,0.001,-7834257.000000001,initial_data
408,100,50,1,1,64,0.95,0.5,0.1,0.985,0.0005,-7870958.400000001,initial_data
409,100,50,1,1,64,0.95,0.5,0.1,0.985,0.001,-7148996.999999999,initial_data
410,100,50,1,1,64,0.95,0.5,0.1,0.995,0.0005,-7794480.700000001,initial_data
411,100,50,1,1,64,0.95,0.5,0.1,0.995,0.001,-7751038.500000003,initial_data
412,100,50,1,1,64,0.95,0.5,0.001,0.985,0.0005,-7383536.7,initial_data
413,100,50,1,1,64,0.95,0.5,0.001,0.985,0.001,-7735410.699999999,initial_data
414,100,50,1,1,64,0.95,0.5,0.001,0.995,0.0005,-8107167.1,initial_data
415,100,50,1,1,64,0.95,0.5,0.001,0.995,0.001,-7223466.099999999,initial_data
416,100,50,1,1,64,0.99,1,0.1,0.985,0.0005,-8612220.200000001,initial_data
417,100,50,1,1,64,0.99,1,0.1,0.985,0.001,-7439662.1,initial_data
418,100,50,1,1,64,0.99,1,0.1,0.995,0.0005,-8002403.100000001,initial_data
419,100,50,1,1,64,0.99,1,0.1,0.995,0.001,-7869985.2,initial_data
420,100,50,1,1,64,0.99,1,0.001,0.985,0.0005,-7822995.700000002,initial_data
421,100,50,1,1,64,0.99,1,0.001,0.985,0.001,-7570337.300000001,initial_data
422,100,50,1,1,64,0.99,1,0.001,0.995,0.0005,-8992613.0,initial_data
423,100,50,1,1,64,0.99,1,0.001,0.995,0.001,-7448147.5,initial_data
424,100,50,1,1,64,0.99,0.5,0.1,0.985,0.0005,-7983232.6,initial_data
425,100,50,1,1,64,0.99,0.5,0.1,0.985,0.001,-6893591.0,initial_data
426,100,50,1,1,64,0.99,0.5,0.1,0.995,0.0005,-7624630.5,initial_data
427,100,50,1,1,64,0.99,0.5,0.1,0.995,0.001,-7901275.7,initial_data
428,100,50,1,1,64,0.99,0.5,0.001,0.985,0.0005,-7628106.300000001,initial_data
429,100,50,1,1,64,0.99,0.5,0.001,0.985,0.001,-7196166.200000002,initial_data
430,100,50,1,1,64,0.99,0.5,0.001,0.995,0.0005,-7766715.699999999,initial_data
431,100,50,1,1,64,0.99,0.5,0.001,0.995,0.001,-7541035.000000001,initial_data
432,100,10,1,1,16,0.9,1,0.1,0.985,0.0005,-164729.0,parity_data
433,100,10,1,1,16,0.9,1,0.1,0.985,0.001,-146150.9,parity_data
434,100,10,1,1,16,0.9,1,0.1,0.995,0.0005,-145806.9,parity_data
435,100,10,1,1,16,0.9,1,0.1,0.995,0.001,-146570.9,parity_data
436,100,10,1,1,16,0.9,1,0.001,0.985,0.0005,-160854.0,parity_data
437,100,10,1,1,16,0.9,1,0.001,0.985,0.001,-146150.9,parity_data
438,100,10,1,1,16,0.9,1,0.001,0.995,0.0005,-166310.90000000002,parity_data
439,100,10,1,1,16,0.9,1,0.001,0.995,0.001,-147173.0,parity_data
440,100,10,1,1,16,0.9,0.5,0.1,0.985,0.0005,-146001.0,parity_data
441,100,10,1,1,16,0.9,0.5,0.1,0.985,0.001,-145462.9,parity_data
442,100,10,1,1,16,0.9,0.5,0.1,0.995,0.0005,-146914.4,parity_data
443,100,10,1,1,16,0.9,0.5,0.1,0.995,0.001,-145570.9,parity_data
444,100,10,1,1,16,0.9,0.5,0.001,0.985,0.0005,-151012.9,parity_data
445,100,10,1,1,16,0.9,0.5,0.001,0.985,0.001,-146150.9,parity_data
446,100,10,1,1,16,0.9,0.5,0.001,0.995,0.0005,-241650.5,parity_data
447,100,10,1,1,16,0.9,0.5,0.001,0.995,0.001,-146173.0,parity_data
448,100,10,1,1,16,0.95,1,0.1,0.985,0.0005,-185096.8,parity_data
449,100,10,1,1,16,0.95,1,0.1,0.985,0.001,-144437.8,parity_data
450,100,10,1,1,16,0.95,1,0.1,0.995,0.0005,-155064.9,parity_data
451,100,10,1,1,16,0.95,1,0.1,0.995,0.001,-146806.9,parity_data
452,100,10,1,1,16,0.95,1,0.001,0.985,0.0005,-162051.80000000002,parity_data
453,100,10,1,1,16,0.95,1,0.001,0.985,0.001,-146730.9,parity_data
454,100,10,1,1,16,0.95,1,0.001,0.995,0.0005,-189618.7,parity_data
455,100,10,1,1,16,0.95,1,0.001,0.995,0.001,-151723.0,parity_data
456,100,10,1,1,16,0.95,0.5,0.1,0.985,0.0005,-145756.2,parity_data
457,100,10,1,1,16,0.95,0.5,0.1,0.985,0.001,-145456.9,parity_data
458,100,10,1,1,16,0.95,0.5,0.1,0.995,0.0005,-168859.1,parity_data
459,100,10,1,1,16,0.95,0.5,0.1,0.995,0.001,-145689.7,parity_data
460,100,10,1,1,16,0.95,0.5,0.001,0.985,0.0005,-146570.9,parity_data
461,100,10,1,1,16,0.95,0.5,0.001,0.985,0.001,-146753.0,parity_data
462,100,10,1,1,16,0.95,0.5,0.001,0.995,0.0005,-171534.8,parity_data
463,100,10,1,1,16,0.95,0.5,0.001,0.995,0.001,-146173.0,parity_data
464,100,10,1,1,16,0.99,1,0.1,0.985,0.0005,-198854.6,parity_data
465,100,10,1,1,16,0.99,1,0.1,0.985,0.001,-128041.8,parity_data
466,100,10,1,1,16,0.99,1,0.1,0.995,0.0005,-183452.2,parity_data
467,100,10,1,1,16,0.99,1,0.1,0.995,0.001,-153855.7,parity_data
468,100,10,1,1,16,0.99,1,0.001,0.985,0.0005,-168257.0,parity_data
469,100,10,1,1,16,0.99,1,0.001,0.985,0.001,-147173.0,parity_data
470,100,10,1,1,16,0.99,1,0.001,0.995,0.0005,-145823.0,parity_data
471,100,10,1,1,16,0.99,1,0.001,0.995,0.001,-147150.9,parity_data
472,100,10,1,1,16,0.99,0.5,0.1,0.985,0.0005,-168268.4,parity_data
473,100,10,1,1,16,0.99,0.5,0.1,0.985,0.001,-152397.4,parity_data
474,100,10,1,1,16,0.99,0.5,0.1,0.995,0.0005,-167085.0,parity_data
475,100,10,1,1,16,0.99,0.5,0.1,0.995,0.001,-160436.9,parity_data
476,100,10,1,1,16,0.99,0.5,0.001,0.985,0.0005,-160713.2,parity_data
477,100,10,1,1,16,0.99,0.5,0.001,0.985,0.001,-166515.40000000002,parity_data
478,100,10,1,1,16,0.99,0.5,0.001,0.995,0.0005,-184696.1,parity_data
479,100,10,1,1,16,0.99,0.5,0.001,0.995,0.001,-146150.9,parity_data
480,100,10,1,1,32,0.9,1,0.1,0.985,0.0005,-184003.40000000002,parity_data
481,100,10,1,1,32,0.9,1,0.1,0.985,0.001,-146173.0,parity_data
482,100,10,1,1,32,0.9,1,0.1,0.995,0.0005,-150012.9,parity_data
483,100,10,1,1,32,0.9,1,0.1,0.995,0.001,-158095.8,parity_data
484,100,10,1,1,32,0.9,1,0.001,0.985,0.0005,-165827.40000000002,parity_data
485,100,10,1,1,32,0.9,1,0.001,0.985,0.001,-145440.8,parity_data
486,100,10,1,1,32,0.9,1,0.001,0.995,0.0005,-178074.2,parity_data
487,100,10,1,1,32,0.9,1,0.001,0.995,0.001,-162799.7,parity_data
488,100,10,1,1,32,0.9,0.5,0.1,0.985,0.0005,-146249.0,parity_data
489,100,10,1,1,32,0.9,0.5,0.1,0.985,0.001,-146173.0,parity_data
490,100,10,1,1,32,0.9,0.5,0.1,0.995,0.0005,-146013.0,parity_data
491,100,10,1,1,32,0.9,0.5,0.1,0.995,0.001,-145773.5,parity_data
492,100,10,1,1,32,0.9,0.5,0.001,0.985,0.0005,-168257.0,parity_data
493,100,10,1,1,32,0.9,0.5,0.001,0.985,0.001,-167159.1,parity_data
494,100,10,1,1,32,0.9,0.5,0.001,0.995,0.0005,-184262.0,parity_data
495,100,10,1,1,32,0.9,0.5,0.001,0.995,0.001,-146753.0,parity_data
496,100,10,1,1,32,0.95,1,0.1,0.985,0.0005,-145689.7,parity_data
497,100,10,1,1,32,0.95,1,0.1,0.985,0.001,-145689.7,parity_data
498,100,10,1,1,32,0.95,1,0.1,0.995,0.0005,-179044.8,parity_data
499,100,10,1,1,32,0.95,1,0.1,0.995,0.001,-162507.7,parity_data
500,100,10,1,1,32,0.95,1,0.001,0.985,0.0005,-166713.2,parity_data
501,100,10,1,1,32,0.95,1,0.001,0.985,0.001,-145806.9,parity_data
502,100,10,1,1,32,0.95,1,0.001,0.995,0.0005,-167671.0,parity_data
503,100,10,1,1,32,0.95,1,0.001,0.995,0.001,-162869.7,parity_data
504,100,10,1,1,32,0.95,0.5,0.1,0.985,0.0005,-145916.3,parity_data
505,100,10,1,1,32,0.95,0.5,0.1,0.985,0.001,-156788.9,parity_data
506,100,10,1,1,32,0.95,0.5,0.1,0.995,0.0005,-148299.1,parity_data
507,100,10,1,1,32,0.95,0.5,0.1,0.995,0.001,-146280.5,parity_data
508,100,10,1,1,32,0.95,0.5,0.001,0.985,0.0005,-144618.8,parity_data
509,100,10,1,1,32,0.95,0.5,0.001,0.985,0.001,-145823.0,parity_data
510,100,10,1,1,32,0.95,0.5,0.001,0.995,0.0005,-167037.1,parity_data
511,100,10,1,1,32,0.95,0.5,0.001,0.995,0.001,-147310.9,parity_data
512,100,10,1,1,32,0.99,1,0.1,0.985,0.0005,-167503.7,parity_data
513,100,10,1,1,32,0.99,1,0.1,0.985,0.001,-144872.1,parity_data
514,100,10,1,1,32,0.99,1,0.1,0.995,0.0005,-127402.3,parity_data
515,100,10,1,1,32,0.99,1,0.1,0.995,0.001,-154820.9,parity_data
516,100,10,1,1,32,0.99,1,0.001,0.985,0.0005,-167079.30000000002,parity_data
517,100,10,1,1,32,0.99,1,0.001,0.985,0.001,-146173.0,parity_data
518,100,10,1,1,32,0.99,1,0.001,0.995,0.0005,-153337.7,parity_data
519,100,10,1,1,32,0.99,1,0.001,0.995,0.001,-156489.1,parity_data
520,100,10,1,1,32,0.99,0.5,0.1,0.985,0.0005,-130908.90000000001,parity_data
521,100,10,1,1,32,0.99,0.5,0.1,0.985,0.001,-144421.7,parity_data
522,100,10,1,1,32,0.99,0.5,0.1,0.995,0.0005,-166473.2,parity_data
523,100,10,1,1,32,0.99,0.5,0.1,0.995,0.001,-145456.9,parity_data
524,100,10,1,1,32,0.99,0.5,0.001,0.985,0.0005,-165741.0,parity_data
525,100,10,1,1,32,0.99,0.5,0.001,0.985,0.001,-153641.1,parity_data
526,100,10,1,1,32,0.99,0.5,0.001,0.995,0.0005,-183443.9,parity_data
527,100,10,1,1,32,0.99,0.5,0.001,0.995,0.001,-145800.9,parity_data
528,100,10,1,1,64,0.9,1,0.1,0.985,0.0005,-161487.7,parity_data
529,100,10,1,1,64,0.9,1,0.1,0.985,0.001,-145204.8,parity_data
530,100,10,1,1,64,0.9,1,0.1,0.995,0.0005,-152706.7,parity_data
531,100,10,1,1,64,0.9,1,0.1,0.995,0.001,-147730.9,parity_data
