,candidates,jobs,data_seed,dqn_seed,batch_size,gamma,epsilon,epsilon_min,epsilon_decay,learning_rate,total_reward,allocation
216,100,20,1,1,32,0.95,0.5,0.1,0.985,0.0005,-377991,"   Woman  Man
0      3   12"
217,100,20,1,1,32,0.95,0.5,0.1,0.985,0.001,-362280,"   Woman  Man
0      4   11"
218,100,20,1,1,32,0.95,0.5,0.1,0.995,0.0005,-364226,"   Woman  Man
0      3   12"
219,100,20,1,1,32,0.95,0.5,0.1,0.995,0.001,-362280,"   Woman  Man
0      4   11"
220,100,20,1,1,32,0.95,0.5,0.001,0.985,0.0005,-383722,"   Woman  Man
0      5   10"
221,100,20,1,1,32,0.95,0.5,0.001,0.985,0.001,-377620,"   Woman  Man
0      3   12"
222,100,20,1,1,32,0.95,0.5,0.001,0.995,0.0005,-364149,"   Woman  Man
0      5   10"
223,100,20,1,1,32,0.95,0.5,0.001,0.995,0.001,-364226,"   Woman  Man
0      3   12"
224,100,20,1,1,32,0.99,1,0.1,0.985,0.0005,-426618,"   Woman  Man
0      5   10"
225,100,20,1,1,32,0.99,1,0.1,0.985,0.001,-362280,"   Woman  Man
0      4   11"
226,100,20,1,1,32,0.99,1,0.1,0.995,0.0005,-365844,"   Woman  Man
0      3   12"
227,100,20,1,1,32,0.99,1,0.1,0.995,0.001,-364149,"   Woman  Man
0      5   10"
228,100,20,1,1,32,0.99,1,0.001,0.985,0.0005,-387586,"   Woman  Man
0      2   13"
229,100,20,1,1,32,0.99,1,0.001,0.985,0.001,-383258,"   Woman  Man
0      5   10"
230,100,20,1,1,32,0.99,1,0.001,0.995,0.0005,-374114,"   Woman  Man
0      3   12"
231,100,20,1,1,32,0.99,1,0.001,0.995,0.001,-396642,"   Woman  Man
0      4   11"
232,100,20,1,1,32,0.99,0.5,0.1,0.985,0.0005,-373833,"   Woman  Man
0      4   11"
233,100,20,1,1,32,0.99,0.5,0.1,0.985,0.001,-366095,"   Woman  Man
0      4   11"
234,100,20,1,1,32,0.99,0.5,0.1,0.995,0.0005,-382159,"   Woman  Man
0      4   11"
235,100,20,1,1,32,0.99,0.5,0.1,0.995,0.001,-376002,"   Woman  Man
0      3   12"
236,100,20,1,1,32,0.99,0.5,0.001,0.985,0.0005,-443296,"   Woman  Man
0      6   10"
237,100,20,1,1,32,0.99,0.5,0.001,0.985,0.001,-364226,"   Woman  Man
0      3   12"
238,100,20,1,1,32,0.99,0.5,0.001,0.995,0.0005,-383335,"   Woman  Man
0      3   12"
239,100,20,1,1,32,0.99,0.5,0.001,0.995,0.001,-381555,"   Woman  Man
0      2   13"
240,100,20,1,1,64,0.9,1,0.1,0.985,0.0005,-364149,"   Woman  Man
0      5   10"
241,100,20,1,1,64,0.9,1,0.1,0.985,0.001,-362280,"   Woman  Man
0      4   11"
242,100,20,1,1,64,0.9,1,0.1,0.995,0.0005,-364226,"   Woman  Man
0      3   12"
243,100,20,1,1,64,0.9,1,0.1,0.995,0.001,-376002,"   Woman  Man
0      3   12"
244,100,20,1,1,64,0.9,1,0.001,0.985,0.0005,-364226,"   Woman  Man
0      3   12"
245,100,20,1,1,64,0.9,1,0.001,0.985,0.001,-362280,"   Woman  Man
0      4   11"
246,100,20,1,1,64,0.9,1,0.001,0.995,0.0005,-362280,"   Woman  Man
0      4   11"
247,100,20,1,1,64,0.9,1,0.001,0.995,0.001,-376002,"   Woman  Man
0      3   12"
248,100,20,1,1,64,0.9,0.5,0.1,0.985,0.0005,-362280,"   Woman  Man
0      4   11"
249,100,20,1,1,64,0.9,0.5,0.1,0.985,0.001,-362280,"   Woman  Man
0      4   11"
250,100,20,1,1,64,0.9,0.5,0.1,0.995,0.0005,-364226,"   Woman  Man
0      3   12"
251,100,20,1,1,64,0.9,0.5,0.1,0.995,0.001,-362280,"   Woman  Man
0      4   11"
252,100,20,1,1,64,0.9,0.5,0.001,0.985,0.0005,-364226,"   Woman  Man
0      3   12"
253,100,20,1,1,64,0.9,0.5,0.001,0.985,0.001,-376002,"   Woman  Man
0      3   12"
254,100,20,1,1,64,0.9,0.5,0.001,0.995,0.0005,-385890,"   Woman  Man
0      3   12"
255,100,20,1,1,64,0.9,0.5,0.001,0.995,0.001,-362280,"   Woman  Man
0      4   11"
256,100,20,1,1,64,0.95,1,0.1,0.985,0.0005,-364226,"   Woman  Man
0      3   12"
257,100,20,1,1,64,0.95,1,0.1,0.985,0.001,-376002,"   Woman  Man
0      3   12"
258,100,20,1,1,64,0.95,1,0.1,0.995,0.0005,-362280,"   Woman  Man
0      4   11"
259,100,20,1,1,64,0.95,1,0.1,0.995,0.001,-364226,"   Woman  Man
0      3   12"
260,100,20,1,1,64,0.95,1,0.001,0.985,0.0005,-367713,"   Woman  Man
0      4   11"
261,100,20,1,1,64,0.95,1,0.001,0.985,0.001,-376002,"   Woman  Man
0      3   12"
262,100,20,1,1,64,0.95,1,0.001,0.995,0.0005,-365844,"   Woman  Man
0      3   12"
263,100,20,1,1,64,0.95,1,0.001,0.995,0.001,-377620,"   Woman  Man
0      3   12"
264,100,20,1,1,64,0.95,0.5,0.1,0.985,0.0005,-364149,"   Woman  Man
0      5   10"
265,100,20,1,1,64,0.95,0.5,0.1,0.985,0.001,-362280,"   Woman  Man
0      4   11"
266,100,20,1,1,64,0.95,0.5,0.1,0.995,0.0005,-382382,"   Woman  Man
0      4   11"
267,100,20,1,1,64,0.95,0.5,0.1,0.995,0.001,-377620,"   Woman  Man
0      3   12"
268,100,20,1,1,64,0.95,0.5,0.001,0.985,0.0005,-376002,"   Woman  Man
0      3   12"
269,100,20,1,1,64,0.95,0.5,0.001,0.985,0.001,-376002,"   Woman  Man
0      3   12"
270,100,20,1,1,64,0.95,0.5,0.001,0.995,0.0005,-379771,"   Woman  Man
0      4   11"
271,100,20,1,1,64,0.95,0.5,0.001,0.995,0.001,-376002,"   Woman  Man
0      3   12"
272,100,20,1,1,64,0.99,1,0.1,0.985,0.0005,-376002,"   Woman  Man
0      3   12"
273,100,20,1,1,64,0.99,1,0.1,0.985,0.001,-364226,"   Woman  Man
0      3   12"
274,100,20,1,1,64,0.99,1,0.1,0.995,0.0005,-373833,"   Woman  Man
0      4   11"
275,100,20,1,1,64,0.99,1,0.1,0.995,0.001,-379566,"   Woman  Man
0      2   13"
276,100,20,1,1,64,0.99,1,0.001,0.985,0.0005,-364226,"   Woman  Man
0      3   12"
277,100,20,1,1,64,0.99,1,0.001,0.985,0.001,-377620,"   Woman  Man
0      3   12"
278,100,20,1,1,64,0.99,1,0.001,0.995,0.0005,-451157,"   Woman  Man
0      5   10"
279,100,20,1,1,64,0.99,1,0.001,0.995,0.001,-364149,"   Woman  Man
0      5   10"
280,100,20,1,1,64,0.99,0.5,0.1,0.985,0.0005,-367713,"   Woman  Man
0      4   11"
281,100,20,1,1,64,0.99,0.5,0.1,0.985,0.001,-377620,"   Woman  Man
0      3   12"
282,100,20,1,1,64,0.99,0.5,0.1,0.995,0.0005,-362280,"   Woman  Man
0      4   11"
283,100,20,1,1,64,0.99,0.5,0.1,0.995,0.001,-377620,"   Woman  Man
0      3   12"
284,100,20,1,1,64,0.99,0.5,0.001,0.985,0.0005,-404792,"   Woman  Man
0      3   12"
285,100,20,1,1,64,0.99,0.5,0.001,0.985,0.001,-362280,"   Woman  Man
0      4   11"
286,100,20,1,1,64,0.99,0.5,0.001,0.995,0.0005,-384302,"   Woman  Man
0      4   11"
287,100,20,1,1,64,0.99,0.5,0.001,0.995,0.001,-393935,"   Woman  Man
0      4   11"
288,100,50,1,1,16,0.9,1,0.1,0.985,0.0005,-1622923,"   Woman  Man
0     14   21"
289,100,50,1,1,16,0.9,1,0.1,0.985,0.001,-1638969,"   Woman  Man
0     17   18"
290,100,50,1,1,16,0.9,1,0.1,0.995,0.0005,-1717295,"   Woman  Man
0     12   23"
291,100,50,1,1,16,0.9,1,0.1,0.995,0.001,-1750094,"   Woman  Man
0     11   24"
292,100,50,1,1,16,0.9,1,0.001,0.985,0.0005,-1658300,"   Woman  Man
0     16   19"
293,100,50,1,1,16,0.9,1,0.001,0.985,0.001,-1730941,"   Woman  Man
0     11   24"
294,100,50,1,1,16,0.9,1,0.001,0.995,0.0005,-1631359,"   Woman  Man
0     15   20"
295,100,50,1,1,16,0.9,1,0.001,0.995,0.001,-1684161,"   Woman  Man
0     15   20"
296,100,50,1,1,16,0.9,0.5,0.1,0.985,0.0005,-1496405,"   Woman  Man
0     13   22"
297,100,50,1,1,16,0.9,0.5,0.1,0.985,0.001,-1708751,"   Woman  Man
0     14   21"
298,100,50,1,1,16,0.9,0.5,0.1,0.995,0.0005,-1616969,"   Woman  Man
0     15   20"
299,100,50,1,1,16,0.9,0.5,0.1,0.995,0.001,-1516192,"   Woman  Man
0     13   21"
300,100,50,1,1,16,0.9,0.5,0.001,0.985,0.0005,-1583636,"   Woman  Man
0     15   20"
301,100,50,1,1,16,0.9,0.5,0.001,0.985,0.001,-1620805,"   Woman  Man
0     13   21"
302,100,50,1,1,16,0.9,0.5,0.001,0.995,0.0005,-1600751,"   Woman  Man
0     17   18"
303,100,50,1,1,16,0.9,0.5,0.001,0.995,0.001,-1587163,"   Woman  Man
0     15   20"
304,100,50,1,1,16,0.95,1,0.1,0.985,0.0005,-1833855,"   Woman  Man
0     15   21"
305,100,50,1,1,16,0.95,1,0.1,0.985,0.001,-1731647,"   Woman  Man
0     15   20"
306,100,50,1,1,16,0.95,1,0.1,0.995,0.0005,-1688904,"   Woman  Man
0     15   20"
307,100,50,1,1,16,0.95,1,0.1,0.995,0.001,-1653059,"   Woman  Man
0     14   21"
308,100,50,1,1,16,0.95,1,0.001,0.985,0.0005,-1713863,"   Woman  Man
0     16   19"
309,100,50,1,1,16,0.95,1,0.001,0.985,0.001,-1743056,"   Woman  Man
0     15   20"
310,100,50,1,1,16,0.95,1,0.001,0.995,0.0005,-1654236,"   Woman  Man
0     15   19"
311,100,50,1,1,16,0.95,1,0.001,0.995,0.001,-1743463,"   Woman  Man
0     16   19"
312,100,50,1,1,16,0.95,0.5,0.1,0.985,0.0005,-1634162,"   Woman  Man
0     13   22"
313,100,50,1,1,16,0.95,0.5,0.1,0.985,0.001,-1683107,"   Woman  Man
0     13   21"
314,100,50,1,1,16,0.95,0.5,0.1,0.995,0.0005,-1713757,"   Woman  Man
0     16   20"
315,100,50,1,1,16,0.95,0.5,0.1,0.995,0.001,-1540707,"   Woman  Man
0     13   21"
316,100,50,1,1,16,0.95,0.5,0.001,0.985,0.0005,-1529134,"   Woman  Man
0     14   21"
317,100,50,1,1,16,0.95,0.5,0.001,0.985,0.001,-1742460,"   Woman  Man
0     16   19"
318,100,50,1,1,16,0.95,0.5,0.001,0.995,0.0005,-1556993,"   Woman  Man
0     15   20"
319,100,50,1,1,16,0.95,0.5,0.001,0.995,0.001,-1591968,"   Woman  Man
0     15   20"
320,100,50,1,1,16,0.99,1,0.1,0.985,0.0005,-1671221,"   Woman  Man
0     14   21"
321,100,50,1,1,16,0.99,1,0.1,0.985,0.001,-1915637,"   Woman  Man
0     14   21"
322,100,50,1,1,16,0.99,1,0.1,0.995,0.0005,-1676151,"   Woman  Man
0     12   23"
323,100,50,1,1,16,0.99,1,0.1,0.995,0.001,-1617388,"   Woman  Man
0     14   21"
324,100,50,1,1,16,0.99,1,0.001,0.985,0.0005,-1822172,"   Woman  Man
0     15   20"
325,100,50,1,1,16,0.99,1,0.001,0.985,0.001,-1761041,"   Woman  Man
0     16   19"
326,100,50,1,1,16,0.99,1,0.001,0.995,0.0005,-1687265,"   Woman  Man
0     17   18"
327,100,50,1,1,16,0.99,1,0.001,0.995,0.001,-1791749,"   Woman  Man
0     11   24"
328,100,50,1,1,16,0.99,0.5,0.1,0.985,0.0005,-1721911,"   Woman  Man
0     14   21"
329,100,50,1,1,16,0.99,0.5,0.1,0.985,0.001,-1791983,"   Woman  Man
0     13   22"
330,100,50,1,1,16,0.99,0.5,0.1,0.995,0.0005,-1641027,"   Woman  Man
0     12   23"
331,100,50,1,1,16,0.99,0.5,0.1,0.995,0.001,-1511949,"   Woman  Man
0     13   21"
332,100,50,1,1,16,0.99,0.5,0.001,0.985,0.0005,-1814596,"   Woman  Man
0     14   21"
333,100,50,1,1,16,0.99,0.5,0.001,0.985,0.001,-1816754,"   Woman  Man
0     16   19"
334,100,50,1,1,16,0.99,0.5,0.001,0.995,0.0005,-1594628,"   Woman  Man
0     16   19"
335,100,50,1,1,16,0.99,0.5,0.001,0.995,0.001,-1586462,"   Woman  Man
0     13   22"
336,100,50,1,1,32,0.9,1,0.1,0.985,0.0005,-1480651,"   Woman  Man
0     14   21"
337,100,50,1,1,32,0.9,1,0.1,0.985,0.001,-1648195,"   Woman  Man
0     14   21"
338,100,50,1,1,32,0.9,1,0.1,0.995,0.0005,-1595915,"   Woman  Man
0     14   21"
339,100,50,1,1,32,0.9,1,0.1,0.995,0.001,-1575679,"   Woman  Man
0     15   20"
340,100,50,1,1,32,0.9,1,0.001,0.985,0.0005,-1547997,"   Woman  Man
0     13   22"
341,100,50,1,1,32,0.9,1,0.001,0.985,0.001,-1541196,"   Woman  Man
0     15   20"
342,100,50,1,1,32,0.9,1,0.001,0.995,0.0005,-1505797,"   Woman  Man
0     13   22"
343,100,50,1,1,32,0.9,1,0.001,0.995,0.001,-1671011,"   Woman  Man
0     13   22"
344,100,50,1,1,32,0.9,0.5,0.1,0.985,0.0005,-1547090,"   Woman  Man
0     15   20"
345,100,50,1,1,32,0.9,0.5,0.1,0.985,0.001,-1672180,"   Woman  Man
0     16   19"
346,100,50,1,1,32,0.9,0.5,0.1,0.995,0.0005,-1597899,"   Woman  Man
0     16   19"
347,100,50,1,1,32,0.9,0.5,0.1,0.995,0.001,-1540498,"   Woman  Man
0     14   21"
348,100,50,1,1,32,0.9,0.5,0.001,0.985,0.0005,-1619736,"   Woman  Man
0     14   21"
349,100,50,1,1,32,0.9,0.5,0.001,0.985,0.001,-1493054,"   Woman  Man
0     15   20"
350,100,50,1,1,32,0.9,0.5,0.001,0.995,0.0005,-1492785,"   Woman  Man
0     15   20"
351,100,50,1,1,32,0.9,0.5,0.001,0.995,0.001,-1511637,"   Woman  Man
0     14   21"
352,100,50,1,1,32,0.95,1,0.1,0.985,0.0005,-1412265,"   Woman  Man
0     14   20"
353,100,50,1,1,32,0.95,1,0.1,0.985,0.001,-1525655,"   Woman  Man
0     14   21"
354,100,50,1,1,32,0.95,1,0.1,0.995,0.0005,-1530557,"   Woman  Man
0     14   21"
355,100,50,1,1,32,0.95,1,0.1,0.995,0.001,-1545214,"   Woman  Man
0     13   21"
356,100,50,1,1,32,0.95,1,0.001,0.985,0.0005,-1656744,"   Woman  Man
0     15   20"
357,100,50,1,1,32,0.95,1,0.001,0.985,0.001,-1572377,"   Woman  Man
0     11   23"
358,100,50,1,1,32,0.95,1,0.001,0.995,0.0005,-1574101,"   Woman  Man
0     15   20"
359,100,50,1,1,32,0.95,1,0.001,0.995,0.001,-1781658,"   Woman  Man
0     15   20"
360,100,50,1,1,32,0.95,0.5,0.1,0.985,0.0005,-1590230,"   Woman  Man
0     13   22"
361,100,50,1,1,32,0.95,0.5,0.1,0.985,0.001,-1630389,"   Woman  Man
0     14   21"
362,100,50,1,1,32,0.95,0.5,0.1,0.995,0.0005,-1674835,"   Woman  Man
0     14   21"
363,100,50,1,1,32,0.95,0.5,0.1,0.995,0.001,-1646982,"   Woman  Man
0     13   22"
364,100,50,1,1,32,0.95,0.5,0.001,0.985,0.0005,-1580237,"   Woman  Man
0     15   20"
365,100,50,1,1,32,0.95,0.5,0.001,0.985,0.001,-1664670,"   Woman  Man
0     16   19"
366,100,50,1,1,32,0.95,0.5,0.001,0.995,0.0005,-1599204,"   Woman  Man
0     16   19"
367,100,50,1,1,32,0.95,0.5,0.001,0.995,0.001,-1564299,"   Woman  Man
0     15   20"
368,100,50,1,1,32,0.99,1,0.1,0.985,0.0005,-1574593,"   Woman  Man
0     13   21"
369,100,50,1,1,32,0.99,1,0.1,0.985,0.001,-1593119,"   Woman  Man
0     16   19"
370,100,50,1,1,32,0.99,1,0.1,0.995,0.0005,-1743947,"   Woman  Man
0     14   21"
371,100,50,1,1,32,0.99,1,0.1,0.995,0.001,-1731827,"   Woman  Man
0     16   19"
372,100,50,1,1,32,0.99,1,0.001,0.985,0.0005,-1671840,"   Woman  Man
0     14   21"
373,100,50,1,1,32,0.99,1,0.001,0.985,0.001,-1624197,"   Woman  Man
0     14   21"
374,100,50,1,1,32,0.99,1,0.001,0.995,0.0005,-1578704,"   Woman  Man
0     14   21"
375,100,50,1,1,32,0.99,1,0.001,0.995,0.001,-1697767,"   Woman  Man
0     16   18"
376,100,50,1,1,32,0.99,0.5,0.1,0.985,0.0005,-1663234,"   Woman  Man
0     12   23"
377,100,50,1,1,32,0.99,0.5,0.1,0.985,0.001,-1631088,"   Woman  Man
0     16   19"
378,100,50,1,1,32,0.99,0.5,0.1,0.995,0.0005,-1608392,"   Woman  Man
0     12   23"
379,100,50,1,1,32,0.99,0.5,0.1,0.995,0.001,-1572481,"   Woman  Man
0     14   20"
380,100,50,1,1,32,0.99,0.5,0.001,0.985,0.0005,-1574897,"   Woman  Man
0     14   20"
381,100,50,1,1,32,0.99,0.5,0.001,0.985,0.001,-1550918,"   Woman  Man
0     16   18"
382,100,50,1,1,32,0.99,0.5,0.001,0.995,0.0005,-1651614,"   Woman  Man
0     13   22"
383,100,50,1,1,32,0.99,0.5,0.001,0.995,0.001,-1692973,"   Woman  Man
0     14   21"
384,100,50,1,1,64,0.9,1,0.1,0.985,0.0005,-1579313,"   Woman  Man
0     13   22"
385,100,50,1,1,64,0.9,1,0.1,0.985,0.001,-1546643,"   Woman  Man
0     14   21"
386,100,50,1,1,64,0.9,1,0.1,0.995,0.0005,-1563921,"   Woman  Man
0     13   22"
387,100,50,1,1,64,0.9,1,0.1,0.995,0.001,-1569480,"   Woman  Man
0     11   23"
388,100,50,1,1,64,0.9,1,0.001,0.985,0.0005,-1513280,"   Woman  Man
0     15   20"
389,100,50,1,1,64,0.9,1,0.001,0.985,0.001,-1638784,"   Woman  Man
0     15   21"
390,100,50,1,1,64,0.9,1,0.001,0.995,0.0005,-1405377,"   Woman  Man
0     13   21"
391,100,50,1,1,64,0.9,1,0.001,0.995,0.001,-1608161,"   Woman  Man
0     12   23"
392,100,50,1,1,64,0.9,0.5,0.1,0.985,0.0005,-1510010,"   Woman  Man
0     14   21"
393,100,50,1,1,64,0.9,0.5,0.1,0.985,0.001,-1584968,"   Woman  Man
0     15   20"
394,100,50,1,1,64,0.9,0.5,0.1,0.995,0.0005,-1635617,"   Woman  Man
0     16   19"
395,100,50,1,1,64,0.9,0.5,0.1,0.995,0.001,-1463271,"   Woman  Man
0     15   20"
396,100,50,1,1,64,0.9,0.5,0.001,0.985,0.0005,-1583026,"   Woman  Man
0     13   22"
397,100,50,1,1,64,0.9,0.5,0.001,0.985,0.001,-1501326,"   Woman  Man
0     14   21"
398,100,50,1,1,64,0.9,0.5,0.001,0.995,0.0005,-1505781,"   Woman  Man
0     14   21"
399,100,50,1,1,64,0.9,0.5,0.001,0.995,0.001,-1503907,"   Woman  Man
0     12   23"
400,100,50,1,1,64,0.95,1,0.1,0.985,0.0005,-1575100,"   Woman  Man
0     17   18"
401,100,50,1,1,64,0.95,1,0.1,0.985,0.001,-1591029,"   Woman  Man
0     13   22"
402,100,50,1,1,64,0.95,1,0.1,0.995,0.0005,-1510843,"   Woman  Man
0     13   22"
403,100,50,1,1,64,0.95,1,0.1,0.995,0.001,-1545545,"   Woman  Man
0     12   23"
404,100,50,1,1,64,0.95,1,0.001,0.985,0.0005,-1571937,"   Woman  Man
0     14   21"
405,100,50,1,1,64,0.95,1,0.001,0.985,0.001,-1505868,"   Woman  Man
0     16   19"
406,100,50,1,1,64,0.95,1,0.001,0.995,0.0005,-1613965,"   Woman  Man
0     11   24"
407,100,50,1,1,64,0.95,1,0.001,0.995,0.001,-1568607,"   Woman  Man
0     12   23"
408,100,50,1,1,64,0.95,0.5,0.1,0.985,0.0005,-1526576,"   Woman  Man
0     13   22"
409,100,50,1,1,64,0.95,0.5,0.1,0.985,0.001,-1555696,"   Woman  Man
0     16   19"
410,100,50,1,1,64,0.95,0.5,0.1,0.995,0.0005,-1612910,"   Woman  Man
0     15   20"
411,100,50,1,1,64,0.95,0.5,0.1,0.995,0.001,-1572992,"   Woman  Man
0     14   21"
412,100,50,1,1,64,0.95,0.5,0.001,0.985,0.0005,-1589127,"   Woman  Man
0     13   22"
413,100,50,1,1,64,0.95,0.5,0.001,0.985,0.001,-1490766,"   Woman  Man
0     14   21"
414,100,50,1,1,64,0.95,0.5,0.001,0.995,0.0005,-1604405,"   Woman  Man
0     15   20"
415,100,50,1,1,64,0.95,0.5,0.001,0.995,0.001,-1652752,"   Woman  Man
0     15   20"
416,100,50,1,1,64,0.99,1,0.1,0.985,0.0005,-1716710,"   Woman  Man
0     14   21"
417,100,50,1,1,64,0.99,1,0.1,0.985,0.001,-1650429,"   Woman  Man
0     15   20"
418,100,50,1,1,64,0.99,1,0.1,0.995,0.0005,-1560898,"   Woman  Man
0     12   23"
419,100,50,1,1,64,0.99,1,0.1,0.995,0.001,-1541707,"   Woman  Man
0     12   22"
420,100,50,1,1,64,0.99,1,0.001,0.985,0.0005,-1515300,"   Woman  Man
0     11   23"
421,100,50,1,1,64,0.99,1,0.001,0.985,0.001,-1514224,"   Woman  Man
0     13   21"
422,100,50,1,1,64,0.99,1,0.001,0.995,0.0005,-1498653,"   Woman  Man
0     11   23"
423,100,50,1,1,64,0.99,1,0.001,0.995,0.001,-1597002,"   Woman  Man
0     12   22"
424,100,50,1,1,64,0.99,0.5,0.1,0.985,0.0005,-1550338,"   Woman  Man
0     14   21"
425,100,50,1,1,64,0.99,0.5,0.1,0.985,0.001,-1676955,"   Woman  Man
0     16   19"
426,100,50,1,1,64,0.99,0.5,0.1,0.995,0.0005,-1650646,"   Woman  Man
0     15   20"
427,100,50,1,1,64,0.99,0.5,0.1,0.995,0.001,-1638077,"   Woman  Man
0     15   20"
428,100,50,1,1,64,0.99,0.5,0.001,0.985,0.0005,-1548780,"   Woman  Man
0     12   23"
429,100,50,1,1,64,0.99,0.5,0.001,0.985,0.001,-1559890,"   Woman  Man
0     16   19"
430,100,50,1,1,64,0.99,0.5,0.001,0.995,0.0005,-1561283,"   Woman  Man
0     14   21"
431,100,50,1,1,64,0.99,0.5,0.001,0.995,0.001,-1681003,"   Woman  Man
0     12   23"
